Emulator Reset
Opcode: SEI 78 A: 0x0 X: 0x0 Y: 0x0 SP: 0xFD PC: 0xC004 P: 0x24 CYC: 7, PPU: cycle 21, scanline 0
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2139, PPU: cycle 279, scanline 18
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2142, PPU: cycle 288, scanline 18
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2146, PPU: cycle 300, scanline 18
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2149, PPU: cycle 309, scanline 18
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2153, PPU: cycle 321, scanline 18
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2156, PPU: cycle 330, scanline 18
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2160, PPU: cycle 1, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2163, PPU: cycle 10, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2167, PPU: cycle 22, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2170, PPU: cycle 31, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2174, PPU: cycle 43, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2177, PPU: cycle 52, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2181, PPU: cycle 64, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2184, PPU: cycle 73, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2188, PPU: cycle 85, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2191, PPU: cycle 94, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2195, PPU: cycle 106, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2198, PPU: cycle 115, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2202, PPU: cycle 127, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2205, PPU: cycle 136, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2209, PPU: cycle 148, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2212, PPU: cycle 157, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2216, PPU: cycle 169, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2219, PPU: cycle 178, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2223, PPU: cycle 190, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2226, PPU: cycle 199, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2230, PPU: cycle 211, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2233, PPU: cycle 220, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2237, PPU: cycle 232, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2240, PPU: cycle 241, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2244, PPU: cycle 253, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2247, PPU: cycle 262, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2251, PPU: cycle 274, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2254, PPU: cycle 283, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2258, PPU: cycle 295, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2261, PPU: cycle 304, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2265, PPU: cycle 316, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2268, PPU: cycle 325, scanline 19
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2272, PPU: cycle 337, scanline 19
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2275, PPU: cycle 5, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2279, PPU: cycle 17, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2282, PPU: cycle 26, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2286, PPU: cycle 38, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2289, PPU: cycle 47, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2293, PPU: cycle 59, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2296, PPU: cycle 68, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2300, PPU: cycle 80, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2303, PPU: cycle 89, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2307, PPU: cycle 101, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2310, PPU: cycle 110, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2314, PPU: cycle 122, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2317, PPU: cycle 131, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2321, PPU: cycle 143, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2324, PPU: cycle 152, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2328, PPU: cycle 164, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2331, PPU: cycle 173, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2335, PPU: cycle 185, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2338, PPU: cycle 194, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2342, PPU: cycle 206, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2345, PPU: cycle 215, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2349, PPU: cycle 227, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2352, PPU: cycle 236, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2356, PPU: cycle 248, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2359, PPU: cycle 257, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2363, PPU: cycle 269, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2366, PPU: cycle 278, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2370, PPU: cycle 290, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2373, PPU: cycle 299, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2377, PPU: cycle 311, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2380, PPU: cycle 320, scanline 20
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2384, PPU: cycle 332, scanline 20
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2387, PPU: cycle 0, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2391, PPU: cycle 12, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2394, PPU: cycle 21, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2398, PPU: cycle 33, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2401, PPU: cycle 42, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2405, PPU: cycle 54, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2408, PPU: cycle 63, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2412, PPU: cycle 75, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2415, PPU: cycle 84, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2419, PPU: cycle 96, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2422, PPU: cycle 105, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2426, PPU: cycle 117, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2429, PPU: cycle 126, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2433, PPU: cycle 138, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2436, PPU: cycle 147, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2440, PPU: cycle 159, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2443, PPU: cycle 168, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2447, PPU: cycle 180, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2450, PPU: cycle 189, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2454, PPU: cycle 201, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2457, PPU: cycle 210, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2461, PPU: cycle 222, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2464, PPU: cycle 231, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2468, PPU: cycle 243, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2471, PPU: cycle 252, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2475, PPU: cycle 264, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2478, PPU: cycle 273, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2482, PPU: cycle 285, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2485, PPU: cycle 294, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2489, PPU: cycle 306, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2492, PPU: cycle 315, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2496, PPU: cycle 327, scanline 21
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2499, PPU: cycle 336, scanline 21
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2503, PPU: cycle 7, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2506, PPU: cycle 16, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2510, PPU: cycle 28, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2513, PPU: cycle 37, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2517, PPU: cycle 49, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2520, PPU: cycle 58, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2524, PPU: cycle 70, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2527, PPU: cycle 79, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2531, PPU: cycle 91, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2534, PPU: cycle 100, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2538, PPU: cycle 112, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2541, PPU: cycle 121, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2545, PPU: cycle 133, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2548, PPU: cycle 142, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2552, PPU: cycle 154, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2555, PPU: cycle 163, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2559, PPU: cycle 175, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2562, PPU: cycle 184, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2566, PPU: cycle 196, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2569, PPU: cycle 205, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2573, PPU: cycle 217, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2576, PPU: cycle 226, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2580, PPU: cycle 238, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2583, PPU: cycle 247, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2587, PPU: cycle 259, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2590, PPU: cycle 268, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2594, PPU: cycle 280, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2597, PPU: cycle 289, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2601, PPU: cycle 301, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2604, PPU: cycle 310, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2608, PPU: cycle 322, scanline 22
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2611, PPU: cycle 331, scanline 22
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2615, PPU: cycle 2, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2618, PPU: cycle 11, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2622, PPU: cycle 23, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2625, PPU: cycle 32, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2629, PPU: cycle 44, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2632, PPU: cycle 53, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2636, PPU: cycle 65, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2639, PPU: cycle 74, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2643, PPU: cycle 86, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2646, PPU: cycle 95, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2650, PPU: cycle 107, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2653, PPU: cycle 116, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2657, PPU: cycle 128, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2660, PPU: cycle 137, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2664, PPU: cycle 149, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2667, PPU: cycle 158, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2671, PPU: cycle 170, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2674, PPU: cycle 179, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2678, PPU: cycle 191, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2681, PPU: cycle 200, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2685, PPU: cycle 212, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2688, PPU: cycle 221, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2692, PPU: cycle 233, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2695, PPU: cycle 242, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2699, PPU: cycle 254, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2702, PPU: cycle 263, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2706, PPU: cycle 275, scanline 23
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 2709, PPU: cycle 284, scanline 23
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 2713, PPU: cycle 296, scanline 23
